employee_name,gender,leave_dates,leave_duration,leave_type,manager_name,team_name
'Boycey Squire',male,6/21/2022,1.0,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,3/21/2022,2.0,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,5/29/2022,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,1/28/2022,2.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,4/1/2023,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,3/21/2023,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,6/14/2023,0.5,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,6/15/2023,1.0,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,4/4/2023,0.5,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,5/20/2023,1.0,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,5/29/2023,0.5,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,1/15/2023,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2/21/2023,1.0,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2/2/2023,1.0,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,4/21/2023,1.0,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,4/4/2023,1.0,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,4/4/2023,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,10/7/2022,0.5,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,10/25/2022,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,9/3/2022,0.5,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,12/16/2022,1.0,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,8/27/2022,1.0,'Casual Leave','Barbara Olson',dev ops
'Leonanie Ickovic',female,1/8/2022,0.5,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,3/21/2022,1.0,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,6/15/2022,1.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,4/10/2022,2.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,4/3/2022,0.5,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,1/30/2022,0.5,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,3/29/2022,1.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,4/20/2022,1.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,4/4/2022,2.0,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,5/1/2022,0.5,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,1/18/2022,0.5,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,3/30/2023,2.0,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,5/13/2023,1.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,5/1/2023,2.0,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,6/20/2023,2.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,3/12/2023,1.0,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,1/28/2023,0.5,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,4/11/2023,1.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,7/15/2022,0.5,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,10/15/2022,0.5,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,12/5/2022,2.0,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,12/22/2022,0.5,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,11/4/2022,1.0,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,7/23/2022,0.5,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,11/13/2022,2.0,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,12/19/2022,2.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,12/27/2022,1.0,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,10/29/2022,1.0,'Earned leave','Benjamin Jensen',Data engineering
'Terese Labarre',male,3/28/2022,1.0,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,3/30/2022,2.0,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,5/15/2022,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,6/19/2022,0.5,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,1/5/2022,0.5,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,1/10/2022,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,4/30/2022,1.0,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,3/7/2022,0.5,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,6/18/2022,0.5,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,5/11/2022,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,6/28/2022,0.5,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,5/4/2023,0.5,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,3/28/2023,2.0,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,4/4/2023,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2/22/2023,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,5/9/2023,0.5,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,4/21/2023,1.0,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,4/16/2023,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,1/3/2023,1.0,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,6/9/2023,2.0,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,5/20/2023,1.0,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,5/1/2023,0.5,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2/16/2023,1.0,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,5/19/2023,1.0,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,8/28/2022,0.5,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,8/27/2022,2.0,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,9/20/2022,1.0,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,9/9/2022,1.0,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,12/14/2022,2.0,'Casual Leave','Tammy Carey',AI
'Corry Guislin',female,5/30/2022,0.5,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,6/12/2022,1.0,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,4/20/2022,1.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,4/15/2022,2.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2/25/2022,2.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,3/8/2022,0.5,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,6/2/2022,0.5,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2/3/2022,0.5,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,5/28/2022,2.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,1/4/2023,1.0,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,1/9/2023,0.5,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,3/14/2023,1.0,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,6/26/2023,1.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,1/29/2023,2.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,3/2/2023,1.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,4/5/2023,2.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,5/20/2023,1.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,6/28/2023,1.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,1/10/2023,1.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,4/15/2023,2.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,5/1/2023,0.5,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2/27/2023,1.0,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,6/19/2023,1.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2/20/2023,0.5,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,6/17/2023,1.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,7/17/2022,2.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,12/19/2022,0.5,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,11/10/2022,1.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,9/23/2022,2.0,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,11/23/2022,0.5,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,9/26/2022,1.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,12/23/2022,2.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,8/21/2022,1.0,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,9/17/2022,1.0,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,12/18/2022,1.0,'Earned leave','Alex Gonzalez',Finance
'Rozalin MacKowle',male,1/6/2022,1.0,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,1/30/2022,1.0,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,3/20/2022,2.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,3/29/2022,0.5,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,3/23/2022,1.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,5/4/2022,1.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,5/23/2022,2.0,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,4/18/2022,1.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,3/5/2022,0.5,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,1/27/2022,1.0,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,6/8/2022,0.5,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,3/26/2023,1.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,3/24/2023,0.5,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,5/3/2023,2.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,1/22/2023,1.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,6/12/2023,1.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2/20/2023,2.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,4/28/2023,2.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,9/1/2022,2.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,11/17/2022,1.0,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,12/12/2022,1.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,11/29/2022,1.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,8/23/2022,1.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,12/25/2022,2.0,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,9/12/2022,1.0,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,11/8/2022,1.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,10/14/2022,2.0,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,8/3/2022,1.0,'Earned leave','Sabrina Martin',AI
'Charis Rollings',male,6/8/2022,0.5,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,4/16/2022,1.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,2/6/2022,0.5,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,6/13/2022,1.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,3/11/2022,1.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,4/25/2022,2.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,5/14/2022,2.0,'Casual Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,4/6/2022,0.5,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,5/11/2022,2.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,2/2/2023,0.5,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,3/24/2023,2.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,5/23/2023,1.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,1/19/2023,2.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,2/26/2023,1.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,4/5/2023,0.5,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,3/31/2023,1.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,4/4/2023,0.5,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,6/26/2023,2.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,7/4/2022,2.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,11/5/2022,0.5,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,7/5/2022,2.0,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,11/19/2022,2.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,9/24/2022,1.0,'Casual Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,7/24/2022,1.0,'Casual Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,10/1/2022,1.0,'Casual Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,11/28/2022,1.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,12/21/2022,0.5,'Earned leave','Sabrina Martin',Data engineering
'Charis Rollings',male,10/11/2022,0.5,'Casual Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,12/21/2022,1.0,'Sick Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,9/8/2022,2.0,'Casual Leave','Sabrina Martin',Data engineering
'Charis Rollings',male,7/2/2022,2.0,'Casual Leave','Sabrina Martin',Data engineering
'Lorne Dunnico',male,4/20/2022,1.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,6/5/2022,0.5,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,4/21/2022,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,5/26/2022,1.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,5/14/2022,1.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,6/14/2022,2.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/1/2023,0.5,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,5/11/2023,1.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/13/2023,2.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/4/2023,2.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,5/9/2023,2.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,4/22/2023,0.5,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,6/24/2023,0.5,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,3/4/2023,2.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,3/18/2023,2.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,3/30/2023,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/24/2023,1.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/7/2023,0.5,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/14/2023,0.5,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,1/31/2023,2.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,4/7/2023,2.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,11/11/2022,1.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,7/5/2022,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,8/27/2022,2.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,8/27/2022,2.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,11/26/2022,1.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,12/26/2022,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,10/4/2022,1.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,11/9/2022,1.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,8/10/2022,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,7/30/2022,1.0,'Earned leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,7/16/2022,0.5,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,11/9/2022,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,8/25/2022,2.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,11/23/2022,2.0,'Sick Leave','Benjamin Jensen',Platform team
'Lorne Dunnico',male,7/17/2022,1.0,'Casual Leave','Benjamin Jensen',Platform team
'Cammi Eichmann',male,6/5/2022,1.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,1/3/2022,0.5,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,2/2/2022,2.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,1/24/2022,2.0,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,2/27/2022,1.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,2/24/2022,2.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,4/6/2022,1.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,3/31/2023,2.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,5/25/2023,1.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,4/11/2023,2.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,4/2/2023,1.0,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,1/3/2023,2.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,5/2/2023,2.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,6/3/2023,2.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,6/14/2023,1.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,4/21/2023,1.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,5/20/2023,0.5,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,6/27/2023,1.0,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,12/23/2022,2.0,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,10/1/2022,0.5,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,11/11/2022,1.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,12/25/2022,2.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,7/7/2022,2.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,8/8/2022,1.0,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,7/30/2022,0.5,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,8/14/2022,0.5,'Sick Leave','David Davis',consulting
'Cammi Eichmann',male,10/20/2022,1.0,'Earned leave','David Davis',consulting
'Cammi Eichmann',male,8/24/2022,1.0,'Casual Leave','David Davis',consulting
'Cammi Eichmann',male,9/10/2022,2.0,'Sick Leave','David Davis',consulting
'Bertha Robertucci',male,5/27/2022,0.5,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,6/4/2022,1.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,2/28/2022,2.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,4/8/2022,0.5,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,6/18/2022,2.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,6/23/2022,2.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,3/25/2022,1.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,3/3/2022,0.5,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,3/22/2022,1.0,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,2/7/2022,2.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,2/27/2023,1.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,2/7/2023,1.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,4/4/2023,0.5,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,2/27/2023,0.5,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,5/12/2023,1.0,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,5/25/2023,0.5,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,2/17/2023,0.5,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,4/11/2023,1.0,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,6/2/2023,0.5,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,6/17/2023,1.0,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,9/20/2022,1.0,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/3/2022,1.0,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/13/2022,0.5,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/28/2022,1.0,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,10/31/2022,2.0,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,7/10/2022,0.5,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,11/17/2022,2.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/14/2022,0.5,'Casual Leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/21/2022,2.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/13/2022,1.0,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/11/2022,0.5,'Sick Leave','Rebecca Davis',IT
'Bertha Robertucci',male,8/23/2022,1.0,'Earned leave','Rebecca Davis',IT
'Bertha Robertucci',male,7/31/2022,2.0,'Earned leave','Rebecca Davis',IT
'Franky Kinavan',male,2/6/2022,2.0,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,2/22/2022,1.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,2/11/2022,2.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,6/14/2022,1.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,1/28/2022,2.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,4/17/2022,0.5,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,3/19/2022,0.5,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,5/10/2022,2.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,4/14/2022,1.0,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,3/19/2022,1.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,4/26/2023,0.5,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,3/23/2023,2.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,9/5/2022,2.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,8/21/2022,2.0,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,7/1/2022,1.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,8/3/2022,2.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,8/26/2022,0.5,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,10/14/2022,0.5,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,11/16/2022,1.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,9/16/2022,1.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,12/19/2022,1.0,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,11/6/2022,1.0,'Sick Leave','Curtis Gardner',Finance
'Franky Kinavan',male,7/23/2022,2.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,10/27/2022,0.5,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,10/16/2022,0.5,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,7/24/2022,1.0,'Earned leave','Curtis Gardner',Finance
'Franky Kinavan',male,9/2/2022,1.0,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,7/17/2022,0.5,'Casual Leave','Curtis Gardner',Finance
'Franky Kinavan',male,11/15/2022,1.0,'Sick Leave','Curtis Gardner',Finance
'Melisandra Shalcros',male,3/25/2022,1.0,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,3/25/2022,1.0,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,4/25/2022,0.5,'Earned leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,6/29/2022,1.0,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,1/31/2022,1.0,'Earned leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,3/16/2022,1.0,'Earned leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,4/7/2022,2.0,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,5/1/2022,0.5,'Earned leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,6/6/2022,2.0,'Casual Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,5/18/2022,0.5,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,3/9/2022,2.0,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,3/19/2022,2.0,'Earned leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,3/10/2022,1.0,'Sick Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,1/31/2023,1.0,'Casual Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,3/6/2023,1.0,'Casual Leave','Tammy Carey',Platform team
'Melisandra Shalcros',male,1/8/2023,1.0,'Earned leave','Tammy Carey',Platform team
