employee_name,gender,start_leave_date,to_leave_date,leave_type,manager_name,team_name
'Biron McCoole',female,2022-11-22,2022-11-23,'Sick Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-11-14,2022-11-15,'Casual Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-11-21,2022-11-23,'Earned leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-12-07,2022-12-07,'Casual Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-09-17,2022-09-18,'Sick Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-09-14,2022-09-15,'Casual Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-10-30,2022-11-01,'Earned leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-12-26,2022-12-28,'Sick Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-12-05,2022-12-06,'Casual Leave','Alex Gonzalez',Data engineering
'Biron McCoole',female,2022-07-20,2022-07-20,'Sick Leave','Alex Gonzalez',Data engineering
'Constancy Checkley',male,2022-03-09,2022-03-09,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-02-19,2022-02-19,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-06-28,2022-06-29,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-06-10,2022-06-12,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-04-25,2022-04-27,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-05-13,2023-05-14,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-05-23,2023-05-25,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-06-29,2023-07-01,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-05-10,2023-05-10,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-06-20,2023-06-20,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-01-11,2023-01-12,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-04-07,2023-04-08,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-05-16,2023-05-18,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-03-26,2023-03-27,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-01-16,2023-01-18,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-03-30,2023-04-01,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2023-03-16,2023-03-18,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-07-28,2022-07-28,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-07-15,2022-07-16,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-09-14,2022-09-14,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-09-21,2022-09-22,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-11-17,2022-11-18,'Earned leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-10-24,2022-10-26,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-07-07,2022-07-09,'Casual Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-10-03,2022-10-03,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-12-23,2022-12-25,'Sick Leave','Sabrina Martin',Security
'Constancy Checkley',male,2022-07-27,2022-07-27,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-01-25,2022-01-27,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-05-08,2022-05-09,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-04-23,2022-04-24,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-02-10,2022-02-10,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-03-21,2022-03-22,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-04-02,2022-04-04,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-04-27,2022-04-28,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-03-27,2022-03-28,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-01-20,2022-01-20,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-05-18,2022-05-20,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-05-04,2023-05-05,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-04-20,2023-04-21,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-01-18,2023-01-20,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-06-28,2023-06-28,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-06-26,2023-06-27,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-04-05,2023-04-06,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-02-20,2023-02-22,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-04-19,2023-04-19,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-06-06,2023-06-06,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-04-24,2023-04-25,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2023-01-13,2023-01-15,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-08-14,2022-08-15,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-09-13,2022-09-13,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-08-24,2022-08-25,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-08-25,2022-08-26,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-12-09,2022-12-10,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-10-11,2022-10-11,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-11-07,2022-11-08,'Casual Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-08-18,2022-08-18,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-10-04,2022-10-06,'Earned leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-08-27,2022-08-27,'Sick Leave','Sabrina Martin',Security
'Ferrel Dulen',female,2022-07-05,2022-07-06,'Casual Leave','Sabrina Martin',Security
'Roselin Rolling',male,2022-05-21,2022-05-22,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-01-21,2022-01-23,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-03-02,2022-03-03,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-05-31,2022-06-01,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-06-19,2022-06-21,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-02-28,2022-03-01,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-05-31,2022-06-01,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-03-26,2022-03-27,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-05-31,2022-06-02,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-05-03,2023-05-04,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-03-15,2023-03-15,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-04-30,2023-04-30,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-05-28,2023-05-29,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-06-22,2023-06-23,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-06-19,2023-06-20,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-06-16,2023-06-17,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-03-13,2023-03-15,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-04-19,2023-04-20,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-04-11,2023-04-11,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-05-21,2023-05-21,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-05-19,2023-05-19,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-03-03,2023-03-03,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-01-12,2023-01-13,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-06-24,2023-06-25,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-02-26,2023-02-26,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-04-03,2023-04-04,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-04-08,2023-04-09,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-05-12,2023-05-13,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-06-02,2023-06-02,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2023-01-21,2023-01-23,'Sick Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-12-30,2022-12-30,'Earned leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-07-19,2022-07-19,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-09-29,2022-09-30,'Casual Leave','Barbara Olson',dev ops
'Roselin Rolling',male,2022-11-20,2022-11-21,'Casual Leave','Barbara Olson',dev ops
'Berte Macauley',female,2022-02-09,2022-02-10,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-05-22,2022-05-23,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-06-26,2022-06-28,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-03-05,2022-03-06,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-02-24,2022-02-25,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-04-29,2022-04-30,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-06-23,2022-06-23,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-03-25,2022-03-27,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-04-09,2022-04-11,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-05-31,2022-06-02,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-04-12,2022-04-12,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-01-21,2022-01-22,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-06-13,2022-06-13,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-01-18,2022-01-18,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-04-18,2022-04-20,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-04-08,2022-04-08,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-02-22,2022-02-23,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-03-28,2022-03-29,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-01-11,2022-01-12,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-05-22,2023-05-23,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-04-14,2023-04-16,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-02-01,2023-02-02,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-06-28,2023-06-29,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-06-10,2023-06-12,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-02-21,2023-02-21,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-06-05,2023-06-05,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-03-26,2023-03-26,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-01-23,2023-01-25,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-05-01,2023-05-02,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2023-03-05,2023-03-07,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-07-14,2022-07-16,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-08-29,2022-08-30,'Earned leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-09-13,2022-09-15,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-07-25,2022-07-25,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-12-08,2022-12-09,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-10-06,2022-10-07,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-11-23,2022-11-25,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-12-10,2022-12-11,'Sick Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-11-03,2022-11-04,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-07-09,2022-07-10,'Casual Leave','Alex Gonzalez',Finance
'Berte Macauley',female,2022-07-12,2022-07-13,'Earned leave','Alex Gonzalez',Finance
'Klaus Millmore',male,2022-02-14,2022-02-16,'Sick Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-04-07,2022-04-08,'Earned leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-02-19,2022-02-20,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-05-12,2022-05-13,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-05-19,2022-05-20,'Earned leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-06-12,2022-06-14,'Sick Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-05-01,2022-05-02,'Sick Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-03-27,2022-03-27,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-06-06,2022-06-07,'Earned leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-02-21,2022-02-21,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-05-31,2022-06-01,'Earned leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-06-09,2022-06-09,'Sick Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-05-14,2022-05-16,'Earned leave','Sabrina Martin',IT
'Klaus Millmore',male,2023-02-23,2023-02-25,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2023-01-15,2023-01-16,'Earned leave','Sabrina Martin',IT
'Klaus Millmore',male,2023-04-08,2023-04-09,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2023-05-20,2023-05-21,'Sick Leave','Sabrina Martin',IT
'Klaus Millmore',male,2023-06-17,2023-06-18,'Sick Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-12-25,2022-12-26,'Casual Leave','Sabrina Martin',IT
'Klaus Millmore',male,2022-08-01,2022-08-03,'Sick Leave','Sabrina Martin',IT
'Boycey Squire',male,2022-02-18,2022-02-20,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-06-16,2022-06-18,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-03-17,2022-03-18,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-01-04,2022-01-06,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-06-21,2022-06-22,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-03-21,2022-03-23,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-05-29,2022-05-30,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-01-28,2022-01-30,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-04-01,2023-04-02,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-03-21,2023-03-22,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-06-14,2023-06-14,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-06-15,2023-06-16,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-04-04,2023-04-04,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-05-20,2023-05-21,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-05-29,2023-05-29,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-01-15,2023-01-16,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-02-21,2023-02-22,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-02-02,2023-02-03,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-04-21,2023-04-22,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-04-04,2023-04-05,'Sick Leave','Barbara Olson',dev ops
'Boycey Squire',male,2023-04-04,2023-04-05,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-10-07,2022-10-07,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-10-25,2022-10-26,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-09-03,2022-09-03,'Earned leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-12-16,2022-12-17,'Casual Leave','Barbara Olson',dev ops
'Boycey Squire',male,2022-08-27,2022-08-28,'Casual Leave','Barbara Olson',dev ops
'Leonanie Ickovic',female,2022-01-08,2022-01-08,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-03-21,2022-03-22,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-06-15,2022-06-16,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-04-10,2022-04-12,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-04-03,2022-04-03,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-01-30,2022-01-30,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-03-29,2022-03-30,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-04-20,2022-04-21,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-04-04,2022-04-06,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-05-01,2022-05-01,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-01-18,2022-01-18,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-03-30,2023-04-01,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-05-13,2023-05-14,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-05-01,2023-05-03,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-06-20,2023-06-22,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-03-12,2023-03-13,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-01-28,2023-01-28,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2023-04-11,2023-04-12,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-07-15,2022-07-15,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-10-15,2022-10-15,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-12-05,2022-12-07,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-12-22,2022-12-22,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-11-04,2022-11-05,'Casual Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-07-23,2022-07-23,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-11-13,2022-11-15,'Earned leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-12-19,2022-12-21,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-12-27,2022-12-28,'Sick Leave','Benjamin Jensen',Data engineering
'Leonanie Ickovic',female,2022-10-29,2022-10-30,'Earned leave','Benjamin Jensen',Data engineering
'Terese Labarre',male,2022-03-28,2022-03-29,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-03-30,2022-04-01,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-05-15,2022-05-16,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2022-06-19,2022-06-19,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2022-01-05,2022-01-05,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2022-01-10,2022-01-11,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2022-04-30,2022-05-01,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-03-07,2022-03-07,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-06-18,2022-06-18,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2022-05-11,2022-05-12,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2022-06-28,2022-06-28,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2023-05-04,2023-05-04,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-03-28,2023-03-30,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-04-04,2023-04-05,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2023-02-22,2023-02-23,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2023-05-09,2023-05-09,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-04-21,2023-04-22,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-04-16,2023-04-17,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2023-01-03,2023-01-04,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-06-09,2023-06-11,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-05-20,2023-05-21,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2023-05-01,2023-05-01,'Earned leave','Tammy Carey',AI
'Terese Labarre',male,2023-02-16,2023-02-17,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2023-05-19,2023-05-20,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-08-28,2022-08-28,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-08-27,2022-08-29,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-09-20,2022-09-21,'Casual Leave','Tammy Carey',AI
'Terese Labarre',male,2022-09-09,2022-09-10,'Sick Leave','Tammy Carey',AI
'Terese Labarre',male,2022-12-14,2022-12-16,'Casual Leave','Tammy Carey',AI
'Corry Guislin',female,2022-05-30,2022-05-30,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-06-12,2022-06-13,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-04-20,2022-04-21,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-04-15,2022-04-17,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-02-25,2022-02-27,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-03-08,2022-03-08,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-06-02,2022-06-02,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-02-03,2022-02-03,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-05-28,2022-05-30,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-01-04,2023-01-05,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-01-09,2023-01-09,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-03-14,2023-03-15,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-06-26,2023-06-27,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-01-29,2023-01-31,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-03-02,2023-03-03,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-04-05,2023-04-07,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-05-20,2023-05-21,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-06-28,2023-06-29,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-01-10,2023-01-11,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-04-15,2023-04-17,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-05-01,2023-05-01,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-02-27,2023-02-28,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-06-19,2023-06-20,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-02-20,2023-02-20,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2023-06-17,2023-06-18,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-07-17,2022-07-19,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-12-19,2022-12-19,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-11-10,2022-11-11,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-09-23,2022-09-25,'Sick Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-11-23,2022-11-23,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-09-26,2022-09-27,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-12-23,2022-12-25,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-08-21,2022-08-22,'Casual Leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-09-17,2022-09-18,'Earned leave','Alex Gonzalez',Finance
'Corry Guislin',female,2022-12-18,2022-12-19,'Earned leave','Alex Gonzalez',Finance
'Rozalin MacKowle',male,2022-01-06,2022-01-07,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-01-30,2022-01-31,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-03-20,2022-03-22,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-03-29,2022-03-29,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-03-23,2022-03-24,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-05-04,2022-05-05,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-05-23,2022-05-25,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-04-18,2022-04-19,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-03-05,2022-03-05,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-01-27,2022-01-28,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2022-06-08,2022-06-08,'Earned leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2023-03-26,2023-03-27,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2023-03-24,2023-03-24,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2023-05-03,2023-05-05,'Sick Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2023-01-22,2023-01-23,'Casual Leave','Sabrina Martin',AI
'Rozalin MacKowle',male,2023-06-12,2023-06-13,'Casual Leave','Sabrina Martin',AI
